Draw date,Last Day To Claim,Winning Numbers,Exact Order Prize ($0.50 bet),Exact Order CO Winners ($0.50 bet),Exact Order Prize ($1 bet),Exact Order CO Winners ($1 bet),Exact Order Prize ($2 bet),Exact Order CO Winners ($2 bet),Exact Order Prize ($5 bet),Exact Order CO Winners ($5 bet),Any Order Prize ($0.50 bet),Any Order CO Winners ($0.50 bet),Any Order Prize ($1 bet),Any Order CO Winners ($1 bet),Any Order Prize ($2 bet),Any Order CO Winners ($2 bet),Any Order Prize ($5 bet),Any Order CO Winners ($5 bet),Front Pair Prize ($0.50 bet),Front Pair CO Winners ($0.50 bet),Front Pair Prize ($1 bet),Front Pair CO Winners ($1 bet),Front Pair Prize ($2 bet),Front Pair CO Winners ($2 bet),Front Pair Prize ($5 bet),Front Pair CO Winners ($5 bet),Back Pair Prize ($0.50 bet),Back Pair CO Winners ($0.50 bet),Back Pair Prize ($1 bet),Back Pair CO Winners ($1 bet),Back Pair Prize ($2 bet),Back Pair CO Winners ($2 bet),Back Pair Prize ($5 bet),Back Pair CO Winners ($5 bet),Exact Order Prize (exact+any $1 bet),Exact Order CO Winners (exact+any $1 bet),Exact Order Prize (exact+any $2 bet),Exact Order CO Winners (exact+any $2 bet),Exact Order Prize (exact+any $5 bet),Exact Order CO Winners (exact+any $5 bet),Any Order Prize (exact+any $1 bet),Any Order CO Winners (exact+any $1 bet),Any Order Prize (exact+any $2 bet),Any Order CO Winners (exact+any $2 bet),Any Order Prize (exact+any $5 bet),Any Order CO Winners (exact+any $5 bet)
"April 25, 2016: Evening",10/22/2016,7 - 0 - 8,$250,0,$500,7,"$1,000",0,"$2,500",0,$40,13,$80,5,$160,2,$400,1,$30,3,$60,0,$120,1,$300,0,$30,2,$60,2,$120,0,$300,0,$290,4,$580,0,"$1,450",1,$40,10,$80,3,$200,1
"April 24, 2016: Evening",10/21/2016,5 - 6 - 7,$250,8,$500,6,"$1,000",0,"$2,500",1,$40,11,$80,8,$160,5,$400,2,$30,2,$60,0,$120,0,$300,0,$30,3,$60,1,$120,4,$300,0,$290,22,$580,3,"$1,450",1,$40,29,$80,1,$200,1
"April 23, 2016: Evening",10/20/2016,1 - 8 - 4,$250,0,$500,3,"$1,000",0,"$2,500",0,$40,20,$80,12,$160,4,$400,2,$30,5,$60,3,$120,1,$300,0,$30,4,$60,1,$120,1,$300,0,$290,1,$580,0,"$1,450",0,$40,43,$80,5,$200,0
"April 22, 2016: Evening",10/19/2016,8 - 6 - 7,$250,4,$500,5,"$1,000",0,"$2,500",0,$40,27,$80,33,$160,7,$400,0,$30,1,$60,2,$120,0,$300,2,$30,4,$60,2,$120,3,$300,1,$290,4,$580,0,"$1,450",1,$40,60,$80,4,$200,1
"April 21, 2016: Evening",10/18/2016,6 - 5 - 2,$250,3,$500,3,"$1,000",0,"$2,500",0,$40,12,$80,15,$160,0,$400,1,$30,5,$60,3,$120,0,$300,0,$30,3,$60,2,$120,1,$300,0,$290,10,$580,1,"$1,450",0,$40,30,$80,12,$200,0
"April 20, 2016: Evening",10/17/2016,9 - 8 - 7,$250,6,$500,5,"$1,000",0,"$2,500",0,$40,20,$80,23,$160,5,$400,0,$30,4,$60,4,$120,0,$300,2,$30,5,$60,0,$120,0,$300,0,$290,15,$580,9,"$1,450",1,$40,56,$80,10,$200,0
"April 19, 2016: Evening",10/16/2016,5 - 7 - 6,$250,0,$500,4,"$1,000",0,"$2,500",0,$40,15,$80,7,$160,4,$400,1,$30,8,$60,2,$120,3,$300,0,$30,4,$60,2,$120,1,$300,0,$290,3,$580,2,"$1,450",0,$40,46,$80,5,$200,2
"April 18, 2016: Evening",10/15/2016,7 - 4 - 7,$250,0,$500,24,"$1,000",1,"$2,500",2,$80,7,$160,1,$320,1,$800,1,$30,3,$60,1,$120,0,$300,0,$30,3,$60,3,$120,0,$300,1,$330,6,$660,0,"$1,650",0,$80,7,$160,3,$400,0
"April 17, 2016: Evening",10/14/2016,7 - 2 - 0,$250,5,$500,3,"$1,000",0,"$2,500",0,$40,11,$80,6,$160,2,$400,1,$30,4,$60,5,$120,2,$300,0,$30,5,$60,2,$120,0,$300,0,$290,17,$580,1,"$1,450",0,$40,22,$80,4,$200,0
"April 16, 2016: Evening",10/13/2016,2 - 4 - 7,$250,4,$500,20,"$1,000",0,"$2,500",0,$40,14,$80,29,$160,3,$400,3,$30,2,$60,0,$120,0,$300,0,$30,3,$60,4,$120,0,$300,2,$290,16,$580,1,"$1,450",0,$40,45,$80,5,$200,0
"April 15, 2016: Evening",10/12/2016,5 - 5 - 4,$250,0,$500,1,"$1,000",1,"$2,500",0,$80,3,$160,2,$320,1,$800,0,$30,8,$60,4,$120,2,$300,3,$30,2,$60,0,$120,1,$300,1,$330,4,$660,1,"$1,650",1,$80,13,$160,1,$400,0
"April 14, 2016: Evening",10/11/2016,0 - 8 - 3,$250,2,$500,2,"$1,000",0,"$2,500",0,$40,12,$80,6,$160,5,$400,0,$30,7,$60,3,$120,1,$300,0,$30,1,$60,4,$120,3,$300,0,$290,2,$580,0,"$1,450",0,$40,30,$80,4,$200,1
"April 13, 2016: Evening",10/10/2016,1 - 9 - 1,$250,2,$500,4,"$1,000",1,"$2,500",0,$80,6,$160,8,$320,2,$800,0,$30,5,$60,3,$120,0,$300,0,$30,0,$60,1,$120,0,$300,0,$330,4,$660,0,"$1,650",0,$80,46,$160,2,$400,0
"April 12, 2016: Evening",10/09/2016,5 - 7 - 1,$250,1,$500,4,"$1,000",0,"$2,500",0,$40,18,$80,22,$160,4,$400,0,$30,12,$60,3,$120,2,$300,0,$30,1,$60,2,$120,1,$300,0,$290,9,$580,0,"$1,450",1,$40,49,$80,17,$200,0
"April 11, 2016: Evening",10/08/2016,7 - 7 - 9,$250,2,$500,2,"$1,000",1,"$2,500",0,$80,4,$160,5,$320,0,$800,0,$30,4,$60,2,$120,4,$300,1,$30,2,$60,2,$120,0,$300,1,$330,2,$660,0,"$1,650",0,$80,10,$160,2,$400,0
"April 10, 2016: Evening",10/07/2016,3 - 2 - 4,$250,3,$500,14,"$1,000",0,"$2,500",0,$40,22,$80,15,$160,0,$400,0,$30,4,$60,2,$120,4,$300,2,$30,9,$60,1,$120,0,$300,0,$290,7,$580,2,"$1,450",1,$40,38,$80,5,$200,0
"April 9, 2016: Evening",10/06/2016,6 - 3 - 2,$250,0,$500,12,"$1,000",0,"$2,500",0,$40,12,$80,25,$160,1,$400,0,$30,1,$60,1,$120,0,$300,0,$30,1,$60,2,$120,1,$300,1,$290,5,$580,0,"$1,450",0,$40,36,$80,7,$200,1
"April 8, 2016: Evening",10/05/2016,8 - 3 - 7,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,26,$80,11,$160,4,$400,1,$30,0,$60,6,$120,1,$300,0,$30,3,$60,1,$120,0,$300,0,$290,7,$580,3,"$1,450",0,$40,30,$80,8,$200,0
"April 7, 2016: Evening",10/04/2016,8 - 3 - 0,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,11,$80,5,$160,3,$400,0,$30,1,$60,4,$120,0,$300,0,$30,5,$60,3,$120,0,$300,0,$290,5,$580,0,"$1,450",0,$40,25,$80,2,$200,2
"April 6, 2016: Evening",10/03/2016,5 - 3 - 0,$250,2,$500,4,"$1,000",0,"$2,500",0,$40,20,$80,18,$160,2,$400,0,$30,4,$60,4,$120,2,$300,0,$30,3,$60,2,$120,0,$300,0,$290,7,$580,1,"$1,450",2,$40,23,$80,5,$200,1
"April 5, 2016: Evening",10/02/2016,7 - 3 - 3,$250,3,$500,3,"$1,000",1,"$2,500",0,$80,6,$160,6,$320,0,$800,0,$30,1,$60,1,$120,0,$300,3,$30,6,$60,10,$120,1,$300,0,$330,6,$660,1,"$1,650",0,$80,13,$160,2,$400,1
"April 4, 2016: Evening",10/01/2016,1 - 0 - 4,$250,3,$500,3,"$1,000",0,"$2,500",0,$40,14,$80,11,$160,2,$400,0,$30,6,$60,0,$120,0,$300,0,$30,3,$60,7,$120,2,$300,0,$290,14,$580,4,"$1,450",0,$40,26,$80,11,$200,0
"April 3, 2016: Evening",09/30/2016,7 - 5 - 1,$250,2,$500,2,"$1,000",0,"$2,500",0,$40,18,$80,13,$160,4,$400,1,$30,2,$60,1,$120,1,$300,0,$30,5,$60,0,$120,2,$300,0,$290,15,$580,4,"$1,450",0,$40,52,$80,10,$200,0
"April 2, 2016: Evening",09/29/2016,2 - 4 - 4,$250,0,$500,5,"$1,000",0,"$2,500",0,$80,11,$160,6,$320,3,$800,0,$30,4,$60,0,$120,1,$300,1,$30,3,$60,3,$120,2,$300,0,$330,8,$660,1,"$1,650",0,$80,21,$160,1,$400,0
"April 1, 2016: Evening",09/28/2016,2 - 2 - 0,$250,4,$500,1,"$1,000",0,"$2,500",0,$80,12,$160,7,$320,0,$800,0,$30,7,$60,6,$120,2,$300,0,$30,3,$60,4,$120,1,$300,1,$330,7,$660,0,"$1,650",0,$80,7,$160,0,$400,0
"March 31, 2016: Evening",09/27/2016,5 - 9 - 0,$250,2,$500,1,"$1,000",1,"$2,500",0,$40,13,$80,4,$160,1,$400,1,$30,1,$60,0,$120,3,$300,0,$30,2,$60,0,$120,0,$300,0,$290,3,$580,2,"$1,450",0,$40,30,$80,4,$200,2
"March 30, 2016: Evening",09/26/2016,6 - 9 - 2,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,16,$80,16,$160,2,$400,1,$30,1,$60,2,$120,3,$300,1,$30,0,$60,2,$120,1,$300,0,$290,6,$580,1,"$1,450",1,$40,41,$80,6,$200,0
"March 29, 2016: Evening",09/25/2016,6 - 3 - 0,$250,2,$500,8,"$1,000",1,"$2,500",0,$40,7,$80,6,$160,1,$400,1,$30,2,$60,2,$120,2,$300,0,$30,1,$60,3,$120,1,$300,0,$290,9,$580,1,"$1,450",0,$40,22,$80,4,$200,0
"March 28, 2016: Evening",09/24/2016,1 - 3 - 6,$250,0,$500,9,"$1,000",0,"$2,500",0,$40,12,$80,16,$160,3,$400,0,$30,8,$60,2,$120,5,$300,0,$30,3,$60,2,$120,3,$300,0,$290,3,$580,1,"$1,450",0,$40,40,$80,4,$200,1
"March 27, 2016: Evening",09/23/2016,7 - 7 - 9,$250,0,$500,3,"$1,000",0,"$2,500",0,$80,5,$160,4,$320,0,$800,0,$30,7,$60,4,$120,2,$300,2,$30,7,$60,2,$120,0,$300,1,$330,1,$660,0,"$1,650",0,$80,5,$160,1,$400,0
"March 26, 2016: Evening",09/22/2016,4 - 8 - 8,$250,5,$500,0,"$1,000",0,"$2,500",0,$80,5,$160,5,$320,1,$800,0,$30,7,$60,2,$120,1,$300,0,$30,6,$60,1,$120,2,$300,1,$330,6,$660,2,"$1,650",0,$80,2,$160,2,$400,1
"March 25, 2016: Evening",09/21/2016,1 - 9 - 6,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,12,$80,12,$160,2,$400,0,$30,8,$60,2,$120,0,$300,0,$30,3,$60,0,$120,4,$300,0,$290,2,$580,2,"$1,450",0,$40,30,$80,7,$200,0
"March 24, 2016: Evening",09/20/2016,4 - 0 - 2,$250,1,$500,2,"$1,000",0,"$2,500",0,$40,15,$80,16,$160,4,$400,0,$30,1,$60,1,$120,0,$300,0,$30,1,$60,2,$120,1,$300,0,$290,2,$580,0,"$1,450",0,$40,28,$80,2,$200,2
"March 23, 2016: Evening",09/19/2016,3 - 6 - 0,$250,0,$500,3,"$1,000",0,"$2,500",0,$40,10,$80,5,$160,1,$400,1,$30,4,$60,0,$120,1,$300,1,$30,3,$60,0,$120,0,$300,1,$290,3,$580,0,"$1,450",0,$40,16,$80,4,$200,0
"March 22, 2016: Evening",09/18/2016,5 - 3 - 8,$250,2,$500,5,"$1,000",0,"$2,500",0,$40,22,$80,16,$160,1,$400,3,$30,2,$60,3,$120,0,$300,5,$30,5,$60,5,$120,0,$300,1,$290,4,$580,3,"$1,450",0,$40,49,$80,17,$200,0
"March 21, 2016: Evening",09/17/2016,6 - 7 - 2,$250,1,$500,4,"$1,000",0,"$2,500",0,$40,17,$80,7,$160,1,$400,0,$30,4,$60,1,$120,0,$300,1,$30,3,$60,0,$120,2,$300,0,$290,7,$580,3,"$1,450",0,$40,34,$80,9,$200,0
"March 20, 2016: Evening",09/16/2016,7 - 0 - 1,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,15,$80,5,$160,0,$400,0,$30,2,$60,1,$120,1,$300,0,$30,2,$60,1,$120,0,$300,1,$290,3,$580,1,"$1,450",0,$40,23,$80,3,$200,0
"March 19, 2016: Evening",09/15/2016,2 - 4 - 1,$250,4,$500,6,"$1,000",0,"$2,500",0,$40,34,$80,29,$160,10,$400,1,$30,2,$60,5,$120,2,$300,0,$30,1,$60,2,$120,1,$300,0,$290,13,$580,4,"$1,450",0,$40,91,$80,19,$200,2
"March 18, 2016: Evening",09/14/2016,6 - 8 - 9,$250,2,$500,3,"$1,000",0,"$2,500",0,$40,13,$80,4,$160,0,$400,0,$30,5,$60,1,$120,0,$300,0,$30,3,$60,3,$120,1,$300,2,$290,5,$580,0,"$1,450",0,$40,12,$80,4,$200,1
"March 17, 2016: Evening",09/13/2016,5 - 8 - 0,$250,0,$500,5,"$1,000",0,"$2,500",0,$40,23,$80,7,$160,0,$400,0,$30,1,$60,1,$120,4,$300,0,$30,2,$60,1,$120,1,$300,0,$290,12,$580,1,"$1,450",0,$40,31,$80,9,$200,0
"March 16, 2016: Evening",09/12/2016,1 - 4 - 2,$250,6,$500,3,"$1,000",0,"$2,500",0,$40,23,$80,29,$160,10,$400,2,$30,11,$60,5,$120,0,$300,1,$30,3,$60,3,$120,0,$300,0,$290,16,$580,0,"$1,450",0,$40,93,$80,20,$200,2
"March 15, 2016: Evening",09/11/2016,0 - 0 - 8,$250,0,$500,5,"$1,000",1,"$2,500",0,$80,10,$160,1,$320,2,$800,0,$30,10,$60,4,$120,4,$300,1,$30,3,$60,1,$120,2,$300,0,$330,7,$660,0,"$1,650",0,$80,18,$160,3,$400,0
"March 14, 2016: Evening",09/10/2016,8 - 0 - 2,$250,0,$500,3,"$1,000",0,"$2,500",0,$40,5,$80,10,$160,2,$400,0,$30,3,$60,3,$120,4,$300,0,$30,2,$60,0,$120,0,$300,0,$290,3,$580,1,"$1,450",0,$40,22,$80,4,$200,0
"March 13, 2016: Evening",09/09/2016,5 - 5 - 9,$250,1,$500,0,"$1,000",0,"$2,500",0,$80,4,$160,2,$320,0,$800,0,$30,4,$60,4,$120,1,$300,1,$30,4,$60,1,$120,0,$300,0,$330,0,$660,0,"$1,650",0,$80,10,$160,2,$400,0
"March 12, 2016: Evening",09/08/2016,1 - 6 - 7,$250,2,$500,6,"$1,000",0,"$2,500",0,$40,12,$80,23,$160,1,$400,1,$30,8,$60,3,$120,2,$300,0,$30,6,$60,1,$120,1,$300,0,$290,8,$580,2,"$1,450",0,$40,34,$80,5,$200,2
"March 11, 2016: Evening",09/07/2016,6 - 8 - 2,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,20,$80,12,$160,0,$400,1,$30,6,$60,0,$120,0,$300,0,$30,2,$60,1,$120,1,$300,0,$290,8,$580,1,"$1,450",0,$40,37,$80,6,$200,0
"March 10, 2016: Evening",09/06/2016,2 - 5 - 8,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,31,$80,11,$160,3,$400,1,$30,1,$60,4,$120,5,$300,0,$30,1,$60,2,$120,0,$300,0,$290,4,$580,4,"$1,450",0,$40,50,$80,7,$200,0
"March 9, 2016: Evening",09/05/2016,3 - 2 - 9,$250,2,$500,17,"$1,000",0,"$2,500",0,$40,14,$80,6,$160,0,$400,0,$30,10,$60,3,$120,3,$300,2,$30,3,$60,4,$120,0,$300,1,$290,10,$580,2,"$1,450",0,$40,33,$80,4,$200,2
"March 8, 2016: Evening",09/04/2016,2 - 5 - 1,$250,4,$500,4,"$1,000",0,"$2,500",0,$40,37,$80,35,$160,8,$400,1,$30,0,$60,6,$120,1,$300,6,$30,3,$60,9,$120,1,$300,0,$290,7,$580,1,"$1,450",0,$40,70,$80,19,$200,6
"March 7, 2016: Evening",09/03/2016,4 - 9 - 4,$250,1,$500,3,"$1,000",1,"$2,500",0,$80,3,$160,5,$320,6,$800,0,$30,0,$60,0,$120,0,$300,0,$30,1,$60,2,$120,0,$300,0,$330,3,$660,0,"$1,650",0,$80,10,$160,2,$400,0
"March 6, 2016: Evening",09/02/2016,6 - 4 - 6,$250,1,$500,1,"$1,000",0,"$2,500",0,$80,9,$160,3,$320,1,$800,0,$30,1,$60,1,$120,1,$300,0,$30,5,$60,0,$120,1,$300,1,$330,5,$660,0,"$1,650",0,$80,17,$160,0,$400,0
"March 5, 2016: Evening",09/01/2016,2 - 7 - 9,$250,0,$500,10,"$1,000",2,"$2,500",0,$40,35,$80,12,$160,0,$400,11,$30,3,$60,6,$120,1,$300,0,$30,6,$60,3,$120,0,$300,1,$290,9,$580,0,"$1,450",1,$40,48,$80,14,$200,0
"March 4, 2016: Evening",08/31/2016,7 - 1 - 5,$250,1,$500,6,"$1,000",0,"$2,500",0,$40,19,$80,21,$160,3,$400,0,$30,3,$60,3,$120,0,$300,0,$30,1,$60,4,$120,1,$300,0,$290,5,$580,4,"$1,450",1,$40,57,$80,13,$200,0
"March 3, 2016: Evening",08/30/2016,8 - 0 - 2,$250,1,$500,2,"$1,000",0,"$2,500",0,$40,8,$80,7,$160,3,$400,0,$30,1,$60,3,$120,1,$300,0,$30,2,$60,1,$120,0,$300,0,$290,0,$580,1,"$1,450",0,$40,24,$80,8,$200,0
"March 2, 2016: Evening",08/29/2016,2 - 7 - 3,$250,2,$500,3,"$1,000",0,"$2,500",0,$40,33,$80,18,$160,3,$400,0,$30,4,$60,3,$120,4,$300,0,$30,6,$60,3,$120,3,$300,0,$290,9,$580,1,"$1,450",0,$40,59,$80,13,$200,1
"March 1, 2016: Evening",08/28/2016,4 - 1 - 7,$250,2,$500,7,"$1,000",0,"$2,500",0,$40,15,$80,23,$160,2,$400,2,$30,6,$60,2,$120,2,$300,0,$30,4,$60,5,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,55,$80,11,$200,1
"Feb. 29, 2016: Evening",08/27/2016,6 - 2 - 8,$250,2,$500,3,"$1,000",0,"$2,500",0,$40,19,$80,22,$160,2,$400,0,$30,4,$60,2,$120,2,$300,0,$30,2,$60,2,$120,1,$300,0,$290,9,$580,2,"$1,450",0,$40,39,$80,5,$200,0
"Feb. 28, 2016: Evening",08/26/2016,4 - 9 - 7,$250,1,$500,4,"$1,000",0,"$2,500",0,$40,12,$80,20,$160,6,$400,0,$30,1,$60,2,$120,3,$300,0,$30,0,$60,0,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,32,$80,11,$200,1
"Feb. 27, 2016: Evening",08/25/2016,2 - 3 - 7,$250,3,$500,2,"$1,000",0,"$2,500",0,$40,28,$80,33,$160,4,$400,1,$30,6,$60,4,$120,3,$300,0,$30,4,$60,3,$120,0,$300,0,$290,13,$580,2,"$1,450",0,$40,48,$80,12,$200,0
"Feb. 26, 2016: Evening",08/24/2016,3 - 7 - 5,$250,0,$500,5,"$1,000",1,"$2,500",1,$40,33,$80,36,$160,4,$400,3,$30,6,$60,3,$120,1,$300,0,$30,2,$60,1,$120,0,$300,0,$290,9,$580,1,"$1,450",0,$40,76,$80,9,$200,4
"Feb. 25, 2016: Evening",08/23/2016,6 - 9 - 6,$250,2,$500,4,"$1,000",0,"$2,500",0,$80,12,$160,10,$320,1,$800,0,$30,2,$60,0,$120,0,$300,0,$30,5,$60,2,$120,2,$300,0,$330,11,$660,1,"$1,650",0,$80,14,$160,2,$400,1
"Feb. 24, 2016: Evening",08/22/2016,0 - 7 - 9,$250,3,$500,2,"$1,000",0,"$2,500",0,$40,14,$80,14,$160,0,$400,4,$30,0,$60,2,$120,1,$300,0,$30,6,$60,1,$120,0,$300,1,$290,6,$580,0,"$1,450",0,$40,13,$80,10,$200,1
"Feb. 23, 2016: Evening",08/21/2016,8 - 2 - 1,$250,1,$500,8,"$1,000",0,"$2,500",0,$40,22,$80,30,$160,7,$400,2,$30,3,$60,0,$120,4,$300,1,$30,7,$60,1,$120,2,$300,0,$290,8,$580,0,"$1,450",0,$40,49,$80,11,$200,2
"Feb. 22, 2016: Evening",08/20/2016,0 - 1 - 1,$250,3,$500,5,"$1,000",0,"$2,500",0,$80,36,$160,11,$320,11,$800,1,$30,9,$60,3,$120,1,$300,0,$30,7,$60,9,$120,3,$300,2,$330,2,$660,3,"$1,650",0,$80,33,$160,3,$400,0
"Feb. 21, 2016: Evening",08/19/2016,6 - 0 - 9,$250,2,$500,4,"$1,000",0,"$2,500",0,$40,14,$80,13,$160,1,$400,10,$30,4,$60,0,$120,0,$300,0,$30,1,$60,1,$120,1,$300,0,$290,5,$580,1,"$1,450",0,$40,16,$80,3,$200,0
"Feb. 20, 2016: Evening",08/18/2016,4 - 8 - 1,$250,2,$500,2,"$1,000",0,"$2,500",0,$40,22,$80,31,$160,3,$400,1,$30,5,$60,2,$120,1,$300,0,$30,0,$60,6,$120,0,$300,0,$290,2,$580,1,"$1,450",0,$40,27,$80,2,$200,1
"Feb. 19, 2016: Evening",08/17/2016,5 - 4 - 2,$250,3,$500,4,"$1,000",0,"$2,500",0,$40,17,$80,23,$160,1,$400,1,$30,5,$60,1,$120,1,$300,1,$30,3,$60,1,$120,1,$300,0,$290,5,$580,1,"$1,450",0,$40,34,$80,7,$200,1
"Feb. 18, 2016: Evening",08/16/2016,8 - 7 - 8,$250,7,$500,13,"$1,000",0,"$2,500",0,$80,6,$160,21,$320,10,$800,0,$30,3,$60,6,$120,1,$300,0,$30,3,$60,1,$120,0,$300,2,$330,7,$660,1,"$1,650",1,$80,5,$160,5,$400,0
"Feb. 17, 2016: Evening",08/15/2016,7 - 6 - 4,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,17,$80,17,$160,1,$400,0,$30,8,$60,1,$120,2,$300,0,$30,3,$60,1,$120,0,$300,0,$290,5,$580,1,"$1,450",0,$40,26,$80,4,$200,1
"Feb. 16, 2016: Evening",08/14/2016,7 - 8 - 6,$250,4,$500,3,"$1,000",0,"$2,500",1,$40,34,$80,26,$160,8,$400,5,$30,1,$60,3,$120,0,$300,0,$30,2,$60,2,$120,0,$300,5,$290,2,$580,0,"$1,450",1,$40,71,$80,5,$200,4
"Feb. 15, 2016: Evening",08/13/2016,2 - 6 - 7,$250,0,$500,4,"$1,000",0,"$2,500",0,$40,19,$80,9,$160,2,$400,0,$30,5,$60,1,$120,0,$300,0,$30,4,$60,0,$120,1,$300,0,$290,7,$580,3,"$1,450",0,$40,26,$80,10,$200,0
"Feb. 14, 2016: Evening",08/12/2016,8 - 6 - 5,$250,1,$500,4,"$1,000",0,"$2,500",0,$40,7,$80,15,$160,1,$400,0,$30,1,$60,3,$120,1,$300,0,$30,2,$60,0,$120,1,$300,1,$290,5,$580,0,"$1,450",0,$40,15,$80,3,$200,0
"Feb. 13, 2016: Evening",08/11/2016,7 - 3 - 6,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,18,$80,26,$160,5,$400,0,$30,2,$60,1,$120,2,$300,0,$30,5,$60,2,$120,1,$300,0,$290,4,$580,0,"$1,450",0,$40,17,$80,6,$200,1
"Feb. 12, 2016: Evening",08/10/2016,3 - 7 - 8,$250,1,$500,5,"$1,000",1,"$2,500",1,$40,25,$80,21,$160,6,$400,0,$30,5,$60,1,$120,1,$300,0,$30,4,$60,4,$120,0,$300,2,$290,6,$580,7,"$1,450",0,$40,26,$80,8,$200,0
"Feb. 11, 2016: Evening",08/09/2016,9 - 4 - 7,$250,1,$500,5,"$1,000",0,"$2,500",0,$40,9,$80,20,$160,3,$400,5,$30,1,$60,2,$120,0,$300,0,$30,4,$60,4,$120,3,$300,1,$290,5,$580,1,"$1,450",0,$40,26,$80,6,$200,1
"Feb. 10, 2016: Evening",08/08/2016,7 - 2 - 7,$250,2,$500,2,"$1,000",0,"$2,500",0,$80,9,$160,11,$320,3,$800,0,$30,2,$60,2,$120,0,$300,0,$30,4,$60,5,$120,1,$300,1,$330,8,$660,0,"$1,650",0,$80,14,$160,0,$400,0
"Feb. 9, 2016: Evening",08/07/2016,9 - 3 - 9,$250,1,$500,5,"$1,000",0,"$2,500",0,$80,12,$160,11,$320,1,$800,0,$30,1,$60,0,$120,0,$300,0,$30,4,$60,1,$120,5,$300,0,$330,4,$660,2,"$1,650",0,$80,9,$160,0,$400,0
"Feb. 8, 2016: Evening",08/06/2016,1 - 3 - 6,$250,2,$500,11,"$1,000",0,"$2,500",0,$40,20,$80,16,$160,2,$400,0,$30,9,$60,1,$120,0,$300,2,$30,3,$60,4,$120,1,$300,0,$290,9,$580,3,"$1,450",1,$40,34,$80,9,$200,0
"Feb. 7, 2016: Evening",08/05/2016,6 - 9 - 6,$250,0,$500,4,"$1,000",0,"$2,500",0,$80,10,$160,13,$320,2,$800,0,$30,0,$60,3,$120,0,$300,0,$30,3,$60,0,$120,1,$300,0,$330,8,$660,0,"$1,650",0,$80,19,$160,2,$400,0
"Feb. 6, 2016: Evening",08/04/2016,9 - 9 - 8,$250,3,$500,2,"$1,000",0,"$2,500",0,$80,13,$160,10,$320,1,$800,0,$30,7,$60,3,$120,5,$300,1,$30,4,$60,3,$120,1,$300,1,$330,8,$660,1,"$1,650",2,$80,12,$160,3,$400,0
"Feb. 5, 2016: Evening",08/03/2016,6 - 3 - 9,$250,5,$500,8,"$1,000",0,"$2,500",0,$40,27,$80,60,$160,7,$400,1,$30,3,$60,2,$120,0,$300,0,$30,3,$60,2,$120,0,$300,0,$290,12,$580,3,"$1,450",0,$40,105,$80,15,$200,2
"Feb. 4, 2016: Evening",08/02/2016,6 - 4 - 2,$250,3,$500,3,"$1,000",2,"$2,500",0,$40,35,$80,31,$160,3,$400,4,$30,2,$60,2,$120,1,$300,0,$30,3,$60,4,$120,2,$300,0,$290,5,$580,1,"$1,450",0,$40,58,$80,7,$200,2
"Feb. 3, 2016: Evening",08/01/2016,6 - 8 - 8,$250,0,$500,2,"$1,000",0,"$2,500",0,$80,5,$160,6,$320,0,$800,0,$30,3,$60,3,$120,3,$300,0,$30,8,$60,9,$120,4,$300,1,$330,2,$660,0,"$1,650",0,$80,14,$160,2,$400,0
"Feb. 2, 2016: Evening",07/31/2016,6 - 8 - 4,$250,0,$500,3,"$1,000",0,"$2,500",0,$40,7,$80,5,$160,0,$400,1,$30,4,$60,0,$120,0,$300,0,$30,1,$60,2,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,24,$80,3,$200,0
"Feb. 1, 2016: Evening",07/30/2016,8 - 8 - 8,$250,21,$500,70,"$1,000",4,"$2,500",9,$80,0,$160,0,$320,0,$800,0,$30,12,$60,1,$120,7,$300,3,$30,10,$60,5,$120,5,$300,0,$330,0,$660,0,"$1,650",0,$80,0,$160,0,$400,0
"Jan. 31, 2016: Evening",07/29/2016,0 - 6 - 7,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,13,$80,10,$160,2,$400,0,$30,5,$60,2,$120,0,$300,0,$30,3,$60,1,$120,2,$300,2,$290,2,$580,0,"$1,450",0,$40,15,$80,3,$200,0
"Jan. 30, 2016: Evening",07/28/2016,5 - 0 - 5,$250,1,$500,8,"$1,000",0,"$2,500",0,$80,6,$160,4,$320,1,$800,0,$30,3,$60,4,$120,2,$300,0,$30,11,$60,2,$120,0,$300,0,$330,11,$660,0,"$1,650",0,$80,7,$160,0,$400,0
"Jan. 29, 2016: Evening",07/27/2016,9 - 0 - 0,$250,3,$500,2,"$1,000",0,"$2,500",0,$80,9,$160,12,$320,1,$800,0,$30,3,$60,2,$120,0,$300,0,$30,9,$60,2,$120,3,$300,0,$330,7,$660,1,"$1,650",0,$80,10,$160,2,$400,0
